Spanish,French
grifo,griffon
declinado,diminué
Guayana,Guyane
espías,espionnage
paja,blabla
mímica,mime
vecino,voisin
Motocicletas,motocyclettes
electo,élire
carreteras,autoroutes
thinkpad,Thinkpad
concentrado,concentrer
íntimo,intime
reproductivo,reproducteur
prestón,preston
mortal,mortel
feudo,feof
conejito,lapin
caza,chèvre
moléculas,molécules
rondas,Les manches
más largo,le plus long
refrigerador,réfrigérateur
cesión,état
intervalos,intervalles
frases,Phrases
dentistas,dentistes
USDA,USDA
exclusión,exclusion
puesto de trabajo,poste de travail
holocausto,holocauste
entusiasta,enthousiaste
volantes,prospectus
guisantes,pois
Dosis,dosage
receptores,récepteurs
URLS,URL
personalizar,Personnaliser
disposición,disposition
diferencia,variance
navegador,navigateur
investigadores,les enquêteurs
Camerún,Cameroun
horneando,pâtisserie
marijuana,marijuana
adaptado,adaptatif
computado,calculé
aguja,aiguille
balneario,thermes
envolver,enb
gg,gg
catedral,cathédrale
frenos,freins
og,og
nirvana,nirvana
ko,ko
fairfield,Fairfield
poseer,possède
til,tiller
invisión,invention
pegajoso,collant
destino,destin
generoso,généreuse
Locura,la démence
emacs,emacs
trepar,monter
soplo,souffle
fascinante,fascinant
paisajes,paysages
calentado,chauffé
lafayette,Lafayette
jackie,jackie
OMC,OMC
cálculo,calcul
heno,foins
cardiovascular,cardiovasculaire
ww,ww
sparc,sparc
cardíaco,cardiaque
salvación,salut
dover,Douvres
adrian,adrian
predicciones,prédictions
acompañamiento,accompagnement
Vaticano,Vatican
brutal,brutal
alumnos,apprenants
g dif,gd
selectivo,sélectif
arbitraje,arbitrage
configurar,configurer
simbólico,jeton
editorial,éditoriaux
zinc,zinc
sacrificio,sacrifice
buscadores,demandeurs
gurú,gourou
es un,est un
retirable,amovible
convergencia,convergence
rendimiento,rendements
Gibraltar,Gibraltar
exacción,prélèvement
adecuado,convenable
numérico,numérique
antropología,anthropologie
Patinaje,patinage
un poco,en quelque sorte
aberdeen,aberdien
emperador,empereur
graduar,diplômé
negligencia profesional,faute professionnelle
Dylan,dylan
sujetadores,bras
cinturones,ceintures
negro,noirs
educado,éduqué
descuentos,remises
reporteros,journalistes
burra,burke
con orgullo,fièrement
pímetro,pix
necesidad,nécessité
representación,le rendu
micrófono,micro
insertado,inséré
tracción,tirant
nombres de basios,petitame
Kyle,kyle
obesidad,obésité
curvas,courbes
suburbano,de banlieue
turismo,tournée
Clara,clara
vértice,sommet
bw,bw
hepatitis,hépatite
nacionalmente,nationalement
tomate,tomate
andorra,Andorre
impermeable,étanche
Caducado,expiré
mj,mj
viajes,voyages
enjuagar,affleurer
exención,renoncer
pálido,pâle
especialidades,spécialités
hueco,hayes
humanitario,humanitaire
invitaciones,invitations
marcha,fonctionnant
deleite,plaisir
sobreviviente,survivant
garcia,Garcia
cingular,cingulaire
economías,économies
alexandria,Alexandrie
bacteriano,bactérien
Moisés,Moïse
contado,dénombré
emprender,entreprendre
declarar,déclarer
continuamente,continuellement
johns,Johns
válvulas,vannes
brechas,lacunes
dañado,malvoyant
logros,réalisations
donantes,donateurs
lágrima,larme
joya,bijou
osito de peluche,peluche
lf,lf
convertible,convertible
ata,à
enseña,enseigne
aventuras,aventure
nulo,néant
bufón,abondant
extraño,étranger
tragedia,la tragédie
Julian,julien
nido,nid
pila,pam
secadora,séchoir
doloroso,douloureux
terciopelo,velours
tribunal,tribunal
gobernado,jugé
OTAN,OTAN
pensiones,pensions
oraciones,prières
miedoso,froussard
secretaría,secrétariat
en ningún lugar,nulle part
policía,flic
párrafos,paragraphe
vendaval,grand vent
Uniones,rejoint
adolescente,adolescent
nominaciones,nomination
Wesley,wesley
oscuro,faible
últimamente,dernièrement
cancelado,annulé
de miedo,angoissant
colchón,le matelas
mpegs,MPEGS
brunei,brunei
igualmente,de même
Plátano,banane
introductorio,introductif
eslovaco,slovaque
pasteles,Gâteaux
estan,stan
reservorio,réservoir
ocurrencia,occurrence
ídolo,idole
mezclador,mixer
recordar,rappeler
WC,toilettes
Worcester,worcester
sbjct,SBJCT
demográfico,démographique
encantador,charmant
mai,Mai
diente,dent
disciplinario,disciplinaire
molesto,énervant
respetado,respecté
corsé,séjour
revelar,divulguer
amorío,affaire
condujo,a conduit
lavadora,machine à laver
disgustado,bouleversé
restringir,restreindre
saltador,springer
junto a,à côté de
minas,mines
retratos,portraits
rebote,rebond
Logan,logan
mentor,mentor
interpretado,interprété
evaluaciones,évaluations
luchado,combattu
bagdad,Bagdad
eliminación,élimination
metros,mètres
hipotético,hypothétique
inmigrantes,les immigrants
Complementario,compliment
helicóptero,hélicoptère
lápiz,crayon
congelar,Geler
hk,hk
ejecutante,interprète
abu,abu
noble,titré
comisiones,commissions
esfera,sphère
powerseller,powererseller
musgo,mousse
ratios,ratios
concordia,concorde
graduado,gradué
respaldado,approuvé
ty,ty
sorprendente,surprenant
nuez,noyer
lanza,lance
escalera,échelle
Italia,Italie
innecesario,inutile
dramáticamente,radicalement
Liberia,Libéria
sherman,Sherman
corcho,Liège
maximizar,maximiser
cazar,cj
hansen,Hansen
senadores,sénateurs
ejercicio,entraînement
mali,Mali
Yugoslavia,Yougoslavie
sangrado,saignement
caracterización,caractérisation
colon,côlon
probabilidad,probabilité
carriles,voies
bolso,Bourse
fundamentos,fondamentaux
contaminación,contamination
mtv,mtv
en peligro de extinción,en voie de disparition
compromiso,faire des compromis
optimizar,optimiser
que declara,indiquant
Hazme,dôme
carolino,caroline
leu,leu
vencimiento,expiration
espacio de nombres,espace de noms
alinear,aligner
periférico,périphérique
bendecir,bénir
atractivo,engageant
negociación,négociation
cresta,crête
oponentes,adversaires
triunfo,triomphe
nominado,nommé
confidencialidad,confidentialité
electoral,électoral
log,changelog
soldadura,soudage
diferido,différé
alternativamente,alternativement
tacón,talon
aleación,alliage
condominios,condos
parcelas,parcelles
pulido,brillant
yang,yang
suavemente,doucement
Greensboro,greensboro
tulsa,tulsa
cierre,verrouillage
Casey,casse
polémico,controversé
sorteos,dessiner
nevera,réfrigérateur
manta,couverture
florecer,floraison
QC,QC
simpsons,simpsons
lou,lou
elliott,elliott
recuperado,rétabli
frasero,frisson
justificar,justifier
actualización,modernisation
cuchillas,lames
pgp,pgp
bucles,boucles
aumento,monter
frontal,page de garde
trauma,traumatisme
aw,aw
tahoe,tahoe
Propaganda,publicité
poseer,posséder
exigente,exigeant
defensivo,défensive
sorbo,siroter
flashers,clignotants
subaru,subaru
prohibido,interdit
tf,tf
vainilla,vanille
programadores,programmeurs
PJ,p j
monitoreado,surveillé
instalaciones,installations
deutschland,Deutschland
picnic,pique-nique
almas,âmes
Llegadas,Arrivées
azotar,donner une fessée à
cw,cw
facultativo,praticien
motivado,motivées
organizar,wr
tonta,stupide
smithsonian,Smithsonian
hueco,creux
bóveda,sauter
firmemente,en toute sécurité
examinador,examiner
fioricet,fioricet
ranura,rainure
revelación,révélation
rg,rg
búsqueda,poursuite
delegación,délégation
cables,fils
licenciado en Derecho,blé
diccionarios,dictionnaires
correos,mails
apoyo,support
invernadero,serre
duerme,dormir
vc,vc
blake,blake
transparencia,transparence
dee,dee
travis,traviste
wx,wx
interminable,sans fin
figurado,figuré
orbita,orbite
monedas,devises
Níger,Niger
tocino,Bacon
sobrevivientes,survivants
posicionamiento,positionnement
calentador,chauffe-eau
colonia,colonie
cañón,canon
circo,cirque
promovido,promu
forbes,fesses
mae,mae
moldavia,Moldavie
Mel,mine
descender,descendant
paxil,paxil
columna vertebral,la colonne vertébrale
trucha,truite
adjunto,enfermé
Con,exploit
temporalmente,temporairement
NTSC,ntsc
cocido,cuit
novela de suspenso,Thriller en francais
transmitir,transmettre
apéndice,apnn
graso,gras
Gerald,gerald
presionado,pressé
frecuencias,fréquences
escaneado,scanné
reflejos,réflexions
hambre,faim
mariah,mariah
sic,sic
municipio,municipalité
USPS,usps
joya,joyce
detective,détective
cirujano,chirurgien
cemento,ciment
experimentando,expérimenter
hogar,cheminée
aprobación,approbation
bg,bg
planificadores,planificateurs
disputas,des disputes
textiles,textiles
misil,missile
intranet,intranet
cierra,se ferme
SEC,seq
psiquiatría,psychiatrie
persistente,persistant
deborah,déborah
confesar,conditionnement
marco,Marco
asistencias,assistance
resúmenes,résumés
brillo,lueur
gabriel,gabriel
auditor,Auditeur
wma,wma
acuario,aquarium
violín,violon
profeta,prophète
cir,cir
soporte,support
mirada,l'air intelligent
Isaac,Isaac
óxido,oxyde
robles,chênes
magnífico,magnifique
erik,Erik
colega,collègue
Nápoles,Naples
prontamente,rapidement
módems,modems
adaptación,adaptation
hu,hu
dañino,nocif
paisaje,paintball
prozac,prozac
sexualmente,sexuellement
recinto,enceinte
ACM,acm
dividendo,dividende
newark,Newark
kw,kw
paso,paso
glucosa,glucose
fantasma,fantôme
norma,norme
reproducción,relecture
supervisores,superviseurs
Westminster,Westminster
Tortuga,tortue
IPS,IPS
distancias,distances
absorción,absorption
tesoros,trésors
dsc,DSC
prevenido,averti
neural,neural
mercancía,entrepôt
fósil,fossile
desaparecido en combate,mia
pueblo natal,ville natale
gravemente,mal
Transcripciones,transcriptions
Apolo,Apollon
pálido,blême
decepcionado,déçu
persa,persan
continuamente,continuellement
comunista,communiste
coleccionable,collectionner
hecho a mano,Fait main
greene,greene
emprendedores,entrepreneurs
robots,robots
Granada,grenade
creaciones,les créations
jade,jade
cucharón,scoop
adquisiciones,acquisition
falta,faute
keno,keno
gtk,gtk
ganador,revenus
cartero,mailman
Sanyo,sanyo
anidado,imbriqué
biodiversidad,biodiversité
emoción,excitation
Somalia,Somalie
movers,déménageurs
verbal,verbal
parpadear,cligner
ahora,présentement
mares,mers
carlo,carlo
flujo de trabajo,flux de travail
misterioso,mystérieux
novedad,nouveauté
bryant,bryant
losas,carrelage
voyuer,voyeur
bibliotecario,bibliothécaire
subsidiarias,filiales
cambiado,commuté
Estocolmo,stockholm
tamil,Tamil
garmin,garmin
ru,ruelle
pose,pose
difuso,flou
indonesio,indonésien
gramos,grammes
terapeuta,thérapeute
richards,Richards
ARNm,ARNA
presupuestos,budgets
kit de herramientas,boîte à outils
prometedor,prometteur
relajación,relaxation
cabra,chèvre
hacer,rendre
carmen,carmen
IRA,Ira
sen,Sen
después de eso,après
madera dura,bois dur
erótica,érotique
temporal,temporel
navegar,naviguer
fragua,forger
comisionados,commissaires
denso,dense
dTS,DTS
Bravo,courageux
reenvío,expéditeur
QT,qt
horrible,affreux
pesadilla,cauchemar
avión,avion
reducciones,réductions
Southampton,Southampton
Estanbul,istanbul
imponer,imposer
organismos,organismes
sega,sega
telescopio,télescope
espectadores,les spectateurs
amianto,amiante
Portsmouth,portsmouth
cDNA,ADNc
meyer,méser
entra,entre dans
vaina,cosse
salvaje,sauvage
avance,avancement
wu,wu
acoso,harcèlement
sauce,saule
reanudar,reprendre
tornillo,verrouiller
calibrar,jauge
lanzamiento,lancement
existió,existé
generadores,générateurs
lu,lu
vagón,wagon
Barbie,barbie
dat,dat
favor,favoriser
soa,SOA
golpear,frappe
impulso,exhorter
smtp,smtp
genera,génère
patatas,pommes de terre
exhaustivo,complet
replicación,réplication
barato,peu coûteux
kurt,kurt
receptores,récepteurs
compañeros,pairs
roland,roland
óptimo,optimum
neón,néon
intervenciones,interventions
edredón,courtepointe
Huntington,Huntington
criatura,créature
nuestro,les notres
montes,monte
syracuse,syracuse
internado,stage
solitario,seul
actualizar,rafraîchir
aluminio,aluminium
snowboard,snowboard
bestalidad,bête
transcastero,diffamation
michel,michel
evanescencia,évanescence
sutil,subtil
coordinado,coordonné
notre,nœud
envíos,expédition
Maldivas,Maldives
rayas,rayures
firmware,firmware
Antártida,Antarctique
afrontar,se débrouiller
pastor,berger
lm,lm
Canberra,canberra
cuna,berceau
canciller,chancelier
mambo,mambo
Lima,chaux
iglesia,église
harina,farine
controversia,controverse
legendario,légendaire
boquilla,bool
simpatía,la sympathie
coro,chorale
evitando,évitant
hermosamente,magnifiquement
Rubio,blond
espera,s'attend à
cho,cho
saltando,saut
telas,tissus
anticuerpos,anticorps
polímero,polymère
higiene,hygiène
ingenio,esprit
aves de corral,la volaille
virtud,vertu
Estallar,éclater
exámenes,examens
cirujanos,chirurgiens
ramo,bouquet
inmunología,immunologie
promotores,promotion
mandato,mandat
Wiley,de Wiley
departamental,départemental
bbs,bbs
spas,les thermes
Indiana,Indiana
cuerpo,corpus
johnston,johnston
terminología,terminologie
Caballero,gentleman
fibra,fibre
reproducir,reproduire
convicto,condamné
sombras,nuances
chorros,jets
índices,indices
compañeros de cuarto,colocailliers
adware,logiciel publicitaire
qui,qui aime
intento,inl
amenazante,menaçant
portavoz,porte-parole
zoloft,zoloft
activistas,militants
Fráncfort,Francfort
prisionero,prisonnier
margarita,Marguerite
halifax,halifax
fomenta,encourageant
ultram,ultramen
cursor,le curseur
ensamblado,assemblé
más temprano,le plus tôt
donado,don
relleno,farci
reestructuración,restructuration
insectos,insectes
terminales,terminaux
crudo,brut
morrison,morrison
doncella,jeune fille
simulaciones,simulations
cz,CZ
suficientemente,suffisamment
examina,examine
vikingo,viking
mirto,myrte
aburrido,ennuyé
limpiar,nettoyer
hilo,fil
tejer,tricoter
condicional,conditionnel
taza,agresser
crucigrama,mots croisés
molestar,embêter
budapest,budapest
conceptual,conceptuel
tejido de punto,tricot
atacado,attaqué
hl,hl
bután,bhoutan
Liechtenstein,Liechtenstein
apareamiento,accouplement
calcular,calculer
pelirrojo,roux
llega,arrive
traductor,traducteur
automóviles,automobiles
tractor,tracteur
Alá,Allah
continente,continent
transmisión exterior,observer
desenvolver,déballer
tarifas,tarifs
longitud,longitude
resistir,résister
desafiado,contesté
telicargador,téléchamp
esperado,espéré
lucio,brochet
más seguro,plus sûr
inserción,insertion
instrumentación,instrumentation
IDS,identité
hugo,hugo
wagner,wagon
restricción,contrainte
aguas subterráneas,eaux souterraines
tocado,touché
fortalecimiento,renforcement
Colonia,eau de Cologne
gzip,gzip
deseando,qui souhaite
guardabosque,ranger
pequeñísimo,plus petit
aislamiento,isolation
hombre nuevo,homme nouveau
pantano,le marais
ricky,ricky
control,ctrl
asustado,effrayé
theta,thêta
infracción,infraction
doblado,courbé
Laos,Laos
subjetivo,subjectif
