French,Spanish
shérif,alguacil
griffon,grifo
diminué,declinado
Guyane,Guayana
espionnage,espías
blabla,paja
mime,mímica
voisin,vecino
motocyclettes,Motocicletas
élire,electo
autoroutes,carreteras
Thinkpad,thinkpad
concentrer,concentrado
intime,íntimo
reproducteur,reproductivo
preston,prestón
mortel,mortal
feof,feudo
lapin,conejito
chèvre,caza
molécules,moléculas
Les manches,rondas
le plus long,más largo
réfrigérateur,refrigerador
état,cesión
intervalles,intervalos
Phrases,frases
dentistes,dentistas
USDA,USDA
exclusion,exclusión
poste de travail,puesto de trabajo
holocauste,holocausto
enthousiaste,entusiasta
prospectus,volantes
pois,guisantes
dosage,Dosis
récepteurs,receptores
URL,URLS
Personnaliser,personalizar
disposition,disposición
variance,diferencia
navigateur,navegador
les enquêteurs,investigadores
Cameroun,Camerún
pâtisserie,horneando
marijuana,marijuana
adaptatif,adaptado
calculé,computado
aiguille,aguja
thermes,balneario
enb,envolver
gg,gg
cathédrale,catedral
freins,frenos
og,og
nirvana,nirvana
ko,ko
Fairfield,fairfield
possède,poseer
tiller,til
invention,invisión
collant,pegajoso
destin,destino
généreuse,generoso
la démence,Locura
emacs,emacs
monter,trepar
souffle,soplo
fascinant,fascinante
paysages,paisajes
chauffé,calentado
Lafayette,lafayette
jackie,jackie
OMC,OMC
calcul,cálculo
foins,heno
cardiovasculaire,cardiovascular
ww,ww
sparc,sparc
cardiaque,cardíaco
salut,salvación
Douvres,dover
adrian,adrian
prédictions,predicciones
accompagnement,acompañamiento
Vatican,Vaticano
brutal,brutal
apprenants,alumnos
gd,g dif
sélectif,selectivo
arbitrage,arbitraje
configurer,configurar
jeton,simbólico
éditoriaux,editorial
zinc,zinc
sacrifice,sacrificio
demandeurs,buscadores
gourou,gurú
est un,es un
amovible,retirable
convergence,convergencia
rendements,rendimiento
Gibraltar,Gibraltar
prélèvement,exacción
convenable,adecuado
numérique,numérico
anthropologie,antropología
patinage,Patinaje
en quelque sorte,un poco
aberdien,aberdeen
empereur,emperador
diplômé,graduar
faute professionnelle,negligencia profesional
dylan,Dylan
bras,sujetadores
ceintures,cinturones
noirs,negro
éduqué,educado
remises,descuentos
journalistes,reporteros
burke,burra
fièrement,con orgullo
pix,pímetro
nécessité,necesidad
le rendu,representación
micro,micrófono
inséré,insertado
tirant,tracción
petitame,nombres de basios
kyle,Kyle
obésité,obesidad
courbes,curvas
de banlieue,suburbano
tournée,turismo
clara,Clara
sommet,vértice
bw,bw
hépatite,hepatitis
nationalement,nacionalmente
tomate,tomate
Andorre,andorra
étanche,impermeable
expiré,Caducado
mj,mj
voyages,viajes
affleurer,enjuagar
renoncer,exención
pâle,pálido
spécialités,especialidades
hayes,hueco
humanitaire,humanitario
invitations,invitaciones
fonctionnant,marcha
plaisir,deleite
survivant,sobreviviente
Garcia,garcia
cingulaire,cingular
économies,economías
Alexandrie,alexandria
bactérien,bacteriano
Moïse,Moisés
dénombré,contado
entreprendre,emprender
déclarer,declarar
continuellement,continuamente
Johns,johns
vannes,válvulas
lacunes,brechas
malvoyant,dañado
réalisations,logros
donateurs,donantes
larme,lágrima
bijou,joya
peluche,osito de peluche
lf,lf
convertible,convertible
à,ata
enseigne,enseña
aventure,aventuras
néant,nulo
abondant,bufón
étranger,extraño
la tragédie,tragedia
julien,Julian
nid,nido
pam,pila
séchoir,secadora
douloureux,doloroso
velours,terciopelo
tribunal,tribunal
jugé,gobernado
OTAN,OTAN
pensions,pensiones
prières,oraciones
froussard,miedoso
secrétariat,secretaría
nulle part,en ningún lugar
flic,policía
paragraphe,párrafos
grand vent,vendaval
rejoint,Uniones
adolescent,adolescente
nomination,nominaciones
wesley,Wesley
faible,oscuro
dernièrement,últimamente
annulé,cancelado
angoissant,de miedo
le matelas,colchón
MPEGS,mpegs
brunei,brunei
de même,igualmente
banane,Plátano
introductif,introductorio
slovaque,eslovaco
Gâteaux,pasteles
stan,estan
réservoir,reservorio
occurrence,ocurrencia
idole,ídolo
mixer,mezclador
rappeler,recordar
toilettes,WC
worcester,Worcester
SBJCT,sbjct
démographique,demográfico
charmant,encantador
Mai,mai
dent,diente
disciplinaire,disciplinario
énervant,molesto
respecté,respetado
séjour,corsé
divulguer,revelar
affaire,amorío
a conduit,condujo
machine à laver,lavadora
bouleversé,disgustado
restreindre,restringir
springer,saltador
à côté de,junto a
mines,minas
portraits,retratos
rebond,rebote
logan,Logan
mentor,mentor
interprété,interpretado
évaluations,evaluaciones
combattu,luchado
Bagdad,bagdad
élimination,eliminación
mètres,metros
hypothétique,hipotético
les immigrants,inmigrantes
compliment,Complementario
hélicoptère,helicóptero
crayon,lápiz
Geler,congelar
hk,hk
interprète,ejecutante
abu,abu
titré,noble
commissions,comisiones
sphère,esfera
powererseller,powerseller
mousse,musgo
ratios,ratios
concorde,concordia
gradué,graduado
approuvé,respaldado
ty,ty
surprenant,sorprendente
noyer,nuez
lance,lanza
échelle,escalera
Italie,Italia
inutile,innecesario
radicalement,dramáticamente
Libéria,Liberia
Sherman,sherman
Liège,corcho
maximiser,maximizar
cj,cazar
Hansen,hansen
sénateurs,senadores
entraînement,ejercicio
Mali,mali
Yougoslavie,Yugoslavia
saignement,sangrado
caractérisation,caracterización
côlon,colon
probabilité,probabilidad
voies,carriles
Bourse,bolso
fondamentaux,fundamentos
contamination,contaminación
mtv,mtv
en voie de disparition,en peligro de extinción
faire des compromis,compromiso
optimiser,optimizar
indiquant,que declara
dôme,Hazme
caroline,carolino
leu,leu
expiration,vencimiento
espace de noms,espacio de nombres
aligner,alinear
périphérique,periférico
bénir,bendecir
engageant,atractivo
négociation,negociación
crête,cresta
adversaires,oponentes
triomphe,triunfo
nommé,nominado
confidentialité,confidencialidad
électoral,electoral
changelog,log
soudage,soldadura
différé,diferido
alternativement,alternativamente
talon,tacón
alliage,aleación
condos,condominios
parcelles,parcelas
brillant,pulido
yang,yang
doucement,suavemente
greensboro,Greensboro
tulsa,tulsa
verrouillage,cierre
casse,Casey
controversé,polémico
dessiner,sorteos
réfrigérateur,nevera
couverture,manta
floraison,florecer
QC,QC
simpsons,simpsons
lou,lou
elliott,elliott
rétabli,recuperado
frisson,frasero
justifier,justificar
modernisation,actualización
lames,cuchillas
pgp,pgp
boucles,bucles
monter,aumento
page de garde,frontal
traumatisme,trauma
aw,aw
tahoe,tahoe
publicité,Propaganda
posséder,poseer
exigeant,exigente
défensive,defensivo
siroter,sorbo
clignotants,flashers
subaru,subaru
interdit,prohibido
tf,tf
vanille,vainilla
programmeurs,programadores
p j,PJ
surveillé,monitoreado
installations,instalaciones
Deutschland,deutschland
pique-nique,picnic
âmes,almas
Arrivées,Llegadas
donner une fessée à,azotar
cw,cw
praticien,facultativo
motivées,motivado
wr,organizar
stupide,tonta
Smithsonian,smithsonian
creux,hueco
sauter,bóveda
en toute sécurité,firmemente
examiner,examinador
fioricet,fioricet
rainure,ranura
révélation,revelación
rg,rg
poursuite,búsqueda
délégation,delegación
fils,cables
blé,licenciado en Derecho
dictionnaires,diccionarios
mails,correos
support,apoyo
serre,invernadero
dormir,duerme
vc,vc
blake,blake
transparence,transparencia
dee,dee
traviste,travis
wx,wx
sans fin,interminable
figuré,figurado
orbite,orbita
devises,monedas
Niger,Níger
Bacon,tocino
survivants,sobrevivientes
positionnement,posicionamiento
chauffe-eau,calentador
colonie,colonia
canon,cañón
cirque,circo
promu,promovido
fesses,forbes
mae,mae
Moldavie,moldavia
mine,Mel
descendant,descender
paxil,paxil
la colonne vertébrale,columna vertebral
truite,trucha
enfermé,adjunto
exploit,Con
temporairement,temporalmente
ntsc,NTSC
cuit,cocido
Thriller en francais,novela de suspenso
transmettre,transmitir
apnn,apéndice
gras,graso
gerald,Gerald
pressé,presionado
fréquences,frecuencias
scanné,escaneado
réflexions,reflejos
faim,hambre
mariah,mariah
sic,sic
municipalité,municipio
usps,USPS
joyce,joya
détective,detective
chirurgien,cirujano
ciment,cemento
expérimenter,experimentando
cheminée,hogar
approbation,aprobación
bg,bg
planificateurs,planificadores
des disputes,disputas
textiles,textiles
missile,misil
intranet,intranet
se ferme,cierra
seq,SEC
psychiatrie,psiquiatría
persistant,persistente
déborah,deborah
conditionnement,confesar
Marco,marco
assistance,asistencias
résumés,resúmenes
lueur,brillo
gabriel,gabriel
Auditeur,auditor
wma,wma
aquarium,acuario
violon,violín
prophète,profeta
cir,cir
support,soporte
l'air intelligent,mirada
Isaac,Isaac
oxyde,óxido
chênes,robles
magnifique,magnífico
Erik,erik
collègue,colega
Naples,Nápoles
rapidement,prontamente
modems,módems
adaptation,adaptación
hu,hu
nocif,dañino
paintball,paisaje
prozac,prozac
sexuellement,sexualmente
enceinte,recinto
acm,ACM
dividende,dividendo
Newark,newark
kw,kw
paso,paso
glucose,glucosa
fantôme,fantasma
norme,norma
relecture,reproducción
superviseurs,supervisores
Westminster,Westminster
tortue,Tortuga
IPS,IPS
distances,distancias
absorption,absorción
trésors,tesoros
DSC,dsc
averti,prevenido
neural,neural
entrepôt,mercancía
fossile,fósil
mia,desaparecido en combate
ville natale,pueblo natal
mal,gravemente
transcriptions,Transcripciones
Apollon,Apolo
blême,pálido
déçu,decepcionado
persan,persa
continuellement,continuamente
communiste,comunista
collectionner,coleccionable
Fait main,hecho a mano
greene,greene
entrepreneurs,emprendedores
robots,robots
grenade,Granada
les créations,creaciones
jade,jade
scoop,cucharón
acquisition,adquisiciones
faute,falta
keno,keno
gtk,gtk
revenus,ganador
mailman,cartero
sanyo,Sanyo
imbriqué,anidado
biodiversité,biodiversidad
excitation,emoción
Somalie,Somalia
déménageurs,movers
verbal,verbal
cligner,parpadear
présentement,ahora
mers,mares
carlo,carlo
flux de travail,flujo de trabajo
mystérieux,misterioso
nouveauté,novedad
bryant,bryant
carrelage,losas
voyeur,voyuer
bibliothécaire,bibliotecario
filiales,subsidiarias
commuté,cambiado
stockholm,Estocolmo
Tamil,tamil
garmin,garmin
ruelle,ru
pose,pose
flou,difuso
indonésien,indonesio
grammes,gramos
thérapeute,terapeuta
Richards,richards
ARNA,ARNm
budgets,presupuestos
boîte à outils,kit de herramientas
prometteur,prometedor
relaxation,relajación
chèvre,cabra
rendre,hacer
carmen,carmen
Ira,IRA
Sen,sen
après,después de eso
bois dur,madera dura
érotique,erótica
temporel,temporal
naviguer,navegar
forger,fragua
commissaires,comisionados
dense,denso
DTS,dTS
courageux,Bravo
expéditeur,reenvío
qt,QT
affreux,horrible
cauchemar,pesadilla
avion,avión
réductions,reducciones
Southampton,Southampton
istanbul,Estanbul
imposer,imponer
organismes,organismos
sega,sega
télescope,telescopio
les spectateurs,espectadores
amiante,amianto
portsmouth,Portsmouth
ADNc,cDNA
méser,meyer
entre dans,entra
cosse,vaina
sauvage,salvaje
avancement,avance
wu,wu
harcèlement,acoso
saule,sauce
reprendre,reanudar
verrouiller,tornillo
jauge,calibrar
lancement,lanzamiento
existé,existió
générateurs,generadores
lu,lu
wagon,vagón
barbie,Barbie
dat,dat
favoriser,favor
SOA,soa
frappe,golpear
exhorter,impulso
smtp,smtp
génère,genera
pommes de terre,patatas
complet,exhaustivo
réplication,replicación
peu coûteux,barato
kurt,kurt
récepteurs,receptores
pairs,compañeros
roland,roland
optimum,óptimo
néon,neón
interventions,intervenciones
courtepointe,edredón
Huntington,Huntington
créature,criatura
les notres,nuestro
monte,montes
syracuse,syracuse
stage,internado
seul,solitario
rafraîchir,actualizar
aluminium,aluminio
snowboard,snowboard
bête,bestalidad
diffamation,transcastero
michel,michel
évanescence,evanescencia
subtil,sutil
coordonné,coordinado
nœud,notre
expédition,envíos
Maldives,Maldivas
rayures,rayas
firmware,firmware
Antarctique,Antártida
se débrouiller,afrontar
berger,pastor
lm,lm
canberra,Canberra
berceau,cuna
chancelier,canciller
mambo,mambo
chaux,Lima
église,iglesia
farine,harina
controverse,controversia
légendaire,legendario
bool,boquilla
la sympathie,simpatía
chorale,coro
évitant,evitando
magnifiquement,hermosamente
blond,Rubio
s'attend à,espera
cho,cho
saut,saltando
tissus,telas
anticorps,anticuerpos
polymère,polímero
hygiène,higiene
esprit,ingenio
la volaille,aves de corral
vertu,virtud
éclater,Estallar
examens,exámenes
chirurgiens,cirujanos
bouquet,ramo
immunologie,inmunología
promotion,promotores
mandat,mandato
de Wiley,Wiley
départemental,departamental
bbs,bbs
les thermes,spas
Indiana,Indiana
corpus,cuerpo
johnston,johnston
terminologie,terminología
gentleman,Caballero
fibre,fibra
reproduire,reproducir
condamné,convicto
nuances,sombras
jets,chorros
indices,índices
colocailliers,compañeros de cuarto
logiciel publicitaire,adware
qui aime,qui
inl,intento
menaçant,amenazante
porte-parole,portavoz
zoloft,zoloft
militants,activistas
Francfort,Fráncfort
prisonnier,prisionero
Marguerite,margarita
halifax,halifax
encourageant,fomenta
ultramen,ultram
le curseur,cursor
assemblé,ensamblado
le plus tôt,más temprano
don,donado
farci,relleno
restructuration,reestructuración
insectes,insectos
terminaux,terminales
brut,crudo
morrison,morrison
jeune fille,doncella
simulations,simulaciones
CZ,cz
suffisamment,suficientemente
examine,examina
viking,vikingo
myrte,mirto
ennuyé,aburrido
nettoyer,limpiar
fil,hilo
tricoter,tejer
conditionnel,condicional
agresser,taza
mots croisés,crucigrama
embêter,molestar
budapest,budapest
conceptuel,conceptual
tricot,tejido de punto
attaqué,atacado
hl,hl
bhoutan,bután
Liechtenstein,Liechtenstein
accouplement,apareamiento
calculer,calcular
roux,pelirrojo
arrive,llega
traducteur,traductor
automobiles,automóviles
tracteur,tractor
Allah,Alá
continent,continente
observer,transmisión exterior
déballer,desenvolver
tarifs,tarifas
longitude,longitud
résister,resistir
contesté,desafiado
téléchamp,telicargador
espéré,esperado
brochet,lucio
plus sûr,más seguro
insertion,inserción
instrumentation,instrumentación
identité,IDS
hugo,hugo
wagon,wagner
contrainte,restricción
eaux souterraines,aguas subterráneas
touché,tocado
renforcement,fortalecimiento
eau de Cologne,Colonia
gzip,gzip
qui souhaite,deseando
ranger,guardabosque
plus petit,pequeñísimo
isolation,aislamiento
homme nouveau,hombre nuevo
le marais,pantano
ricky,ricky
ctrl,control
effrayé,asustado
thêta,theta
infraction,infracción
courbé,doblado
Laos,Laos
